text,labels
In this project the tone is threat for this release.,fear
In this situation There is love and care in this message for our team.,love
"In this project It felt gentle, warm, and sweet for this case.",sweet
In today's discussion the tone is friendly for our team.,nice
In this project This event was emotional and overwhelming for this release.,emotional
In this project the tone is fear for our team.,fear
In this situation. I love how you supported me today. the tone feels panic for this case.,"fear,love"
In today's discussion I feel deeply sad about this loss right now.,sad
From my perspective I am hopeful that this will improve today.,hopeful
In this situation the tone is indebted for this case.,grateful
During this week Your words were sweet and comforting for this release.,sweet
During this week I am grateful for your support right now.,grateful
In today's discussion. There is fear about what could happen next. the tone feels composed right now.,"calm,fear"
In this situation the tone is empty for our team.,depressed
From my perspective the tone is blessed for our team.,grateful
From my perspective the tone is tense today.,tensed
During this week This result brings joy and excitement for this case.,joy
In today's discussion I love how you supported me today right now.,love
In today's discussion the tone is grateful for this case.,grateful
In today's discussion Your words were sweet and comforting for this release.,sweet
